title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Kalank,कलंक,0,hi,,"Set in 1945, in Pre-Independent India, the elite, opulent and solemn world of the Chaudhry family, and the wild, mysterious and musical underbelly of the town, Hira Mandi, clash when Roop Chaudhry encounters Zafar, a daredevil from Hira Mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring both worlds crashing down.",11.977,166,0,2019-04-17,5.6,50,"Drama, Romance",Hindi,India,https://www.nytimes.com/2019/04/19/movies/kalank-review.html,Abhishek Varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Kalank (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Varman, Abhishek', 'rank': 3, 'major': 'N'}]",2019-04-19T15:38:08+0000,479,‘Kalank’ Review: A Bollywood Love Story in the Shadow of Partition,None,None,An Extravagant Spectacle,None,None,None,By Rachel Saltz,None
Rafiki,Rafiki,0,sw,http://www.mpmfilm.com/rafiki-2/,"Kena and Ziki long for something more. Despite the political rivalry between their families, the girls resist and remain close friends, supporting each other to pursue their dreams in a conservative society. When love blossoms between them, the two girls will be forced to choose between happiness and safety.",14.738,82,181316,2018-09-26,7.029,138,"Drama, Romance","Swahili, English","Kenya, South Africa",https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,The story of a romance between two Kenyan women was shown at Cannes after being banned in Kenya.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kahiu, Wanuri', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Rafiki (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Mugatsia, Samantha', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Munyiva, Sheila', 'rank': 5, 'major': 'N'}]",2019-04-18T11:00:06+0000,251,"‘Rafiki’ Review: Falling in Love, Illegally",None,None,Rafiki,None,None,None,By Ben Kenigsberg,None
Diane,Diane,0,en,,"Asked by Francis I to tutor his son, Diane de Poitiers becomes the future King Henry II's mistress in 1500s France.",13.324,110,0,1956-01-12,5.7,8,"Drama, History, Romance",English,United States of America,https://www.nytimes.com/2019/03/28/movies/diane-review.html,"Mary Kay Place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Diane (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jones, Kent', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Place, Mary Kay', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Parsons, Estelle', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Martin, Andrea (1947- )', 'rank': 6, 'major': 'N'}]",2019-03-28T11:00:01+0000,511,"‘Diane’ Review: A Vibrant Tale of Love, Sisterhood and Decline",Critic’s Pick,None,"A Vibrant Tale of Love, Sisterhood and Decline",None,None,None,By Jeannette Catsoulis,None
Five Feet Apart,Five Feet Apart,7000000,en,,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",60.917,116,92600000,2019-03-14,8.269,5510,"Romance, Drama","English, French, Spanish",United States of America,https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,Haley Lu Richardson and Cole Sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Five Feet Apart (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Baldoni, Justin', 'rank': 3, 'major': 'N'}]",2019-03-14T13:00:07+0000,258,‘Five Feet Apart’ Review: Ailing Teenagers Live Dangerously for Love,None,None,Five Feet Apart,None,None,None,By Ben Kenigsberg,None
Ash Is Purest White,江湖儿女,0,zh,,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",11.273,141,0,2018-09-21,6.867,307,"Crime, Romance, Drama",Mandarin,"France, Japan, China",https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"In Jia Zhangke’s enthralling new feature, Zhao Tao and Liao Fan portray an underworld power couple at the mercy of time and fate.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jia Zhang Ke', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Liao Fan (1974- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Zhao Tao (1977- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ash Is Purest White (Movie)', 'rank': 5, 'major': 'N'}]",2019-03-13T15:44:46+0000,911,‘Ash Is Purest White’ Review: Love Smolders and Crime Pays in a Changing China,Critic’s Pick,None,"Gangsters’ Paradise Lost, in China",None,None,None,By A.O. Scott,None
Gloria Bell,Gloria Bell,0,en,https://a24films.com/films/gloria-bell,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",16.288,102,11145006,2019-03-07,5.958,308,"Drama, Romance",English,"Chile, United States of America",https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Gloria Bell (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Moore, Julianne', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Turturro, John', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Lelio, Sebastian', 'rank': 5, 'major': 'N'}]",2019-03-07T18:49:47+0000,991,‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore,Critic’s Pick,None,"Love, and Some Laughter, Is in the Air",None,None,None,By Manohla Dargis,None
Black Mother,Black Mother,0,en,https://dogwoof.com/blackmother,"Part film, part baptism, in BLACK MOTHER director Khalik Allah brings us on a spiritual journey through Jamaica. Soaking up its bustling metropolises and tranquil countryside, Allah introduces us to a succession of vividly rendered souls who call this island home. Their candid testimonies create a polyphonic symphony, set against a visual prayer of indelible portraiture. Thoroughly immersed between the sacred and profane, BLACK MOTHER channels rebellion and reverence into a deeply personal ode informed by Jamaica’s turbulent history but existing in the urgent present.",1.524,77,0,2018-11-02,6.6,15,Documentary,English,United States of America,https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Allah, Khalik (1985- )', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Black Mother (Movie)', 'rank': 3, 'major': 'N'}]",2019-03-06T18:30:16+0000,380,‘Black Mother’ Review: Exploring the Roots of Life Itself,Critic’s Pick,None,"Exploring the Roots of Life Itself, With Love",None,None,None,By Glenn Kenny,None
The Hole in the Ground,The Hole in the Ground,0,en,,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",12.155,90,3373474,2019-03-01,5.629,665,Horror,English,"Belgium, Finland, Ireland, United Kingdom",https://www.nytimes.com/2019/02/28/movies/the-hole-in-the-ground-review.html,"Something strange is going on in the Irish countryside, and it’s not just the giant roiling pit of dirt.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Hole in the Ground (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cronin, Lee (Film Director)', 'rank': 3, 'major': 'N'}]",2019-02-28T12:00:09+0000,291,‘The Hole in the Ground’ Review: A Horror Film Is Suffocated by a Mother’s Love,None,None,The Hole  in the Ground,None,None,None,By Teo Bugbee,None
How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,129000000,en,https://www.howtotrainyourdragon.com/,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",83.127,104,524580592,2019-01-03,7.753,6251,"Animation, Family, Adventure",English,United States of America,https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,The third in this franchise concerns the exigencies that poor Hiccup must face as the leader of Berk.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DeBlois, Dean', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Baruchel, Jay', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'ABRAHAM, F MURRAY', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Ferrera, America', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'How to Train Your Dragon: The Hidden World (Movie)', 'rank': 6, 'major': 'N'}]",2019-02-21T00:02:36+0000,531,‘How to Train Your Dragon: The Hidden World’ Review: A Series Scales Up,None,None,Love Takes Wing Amid Trouble in Utopia,None,None,None,By Ben Kenigsberg,None
A Tuba to Cuba,A Tuba To Cuba,0,en,https://www.atubatocuba.com/,"A son seeking to fulfill his late father’s dream takes his band from the storied city of New Orleans to the shores of Cuba, where — through the universal language of music — dark and ancient connections between their peoples reveal the roots of jazz.",0.96,82,0,2019-02-15,6.6,8,"Documentary, Music, History",English,"Cuba, United States of America",https://www.nytimes.com/2019/02/14/movies/a-tuba-to-cuba-review.html,This joyous documentary follows the Preservation Hall Jazz Band to Cuba for a celebration of musical history and common bonds.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Tuba to Cuba (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Herrington, TG', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Clinch, Danny', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Preservation Hall Jazz Band', 'rank': 6, 'major': 'N'}]",2019-02-14T12:00:01+0000,267,‘A Tuba to Cuba’ Review: A New Orleans Jazz Band Makes a Caribbean Connection,Critic’s Pick,None,Love Notes Forge a Caribbean Bond,None,None,None,By Jeannette Catsoulis,None
Fighting With My Family,Fighting with My Family,11000000,en,https://www.fightingwithmyfamily.movie/home,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",25.43,108,39055536,2019-02-14,6.859,1656,Comedy,English,"United Kingdom, United States of America",https://www.nytimes.com/2019/02/13/movies/fighting-with-my-family-review.html,"Dwayne Johnson helped produce this charming comedy about a family of professional wrestlers, their chops, drops and drama.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Fighting with My Family (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Merchant, Stephen', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Pugh, Florence', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Dwayne (1972- )', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Headey, Lena', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Frost, Nick', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Vaughn, Vince', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Lowden, Jack (1990- )', 'rank': 9, 'major': 'N'}]",2019-02-13T23:46:10+0000,759,"‘Fighting With My Family’ Review: They Body Slam You, Your Mum and Dad. Lovingly.",Critic’s Pick,None,They Show Their Love With a Body Slam,None,None,None,By Manohla Dargis,None
Sorry Angel,"Plaire, aimer et courir vite",0,fr,,Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.,13.291,132,1631910,2018-05-09,6.9,215,"Comedy, Drama, Romance","French, Spanish",France,https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Sorry Angel (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Honore, Christophe', 'rank': 3, 'major': 'N'}]",2019-02-12T21:46:52+0000,491,"‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End",Critic’s Pick,None,Attraction: That’s the Easy Part,None,None,None,By Glenn Kenny,None
"Berlin, I Love You","Berlin, I Love You",0,en,,An anthology feature of 10 stories of romance set in the German capital.,8.714,120,160000,2019-02-08,4.675,80,Drama,"English, German","Germany, United States of America",https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Berlin, I Love You (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Agron, Dianna', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Knightley, Keira', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Luna, Diego', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Mirren, Helen', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Rourke, Mickey', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Wilson, Luke', 'rank': 8, 'major': 'N'}]",2019-02-07T12:00:01+0000,227,"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling",None,None,"Berlin, I Love You",None,None,None,By Glenn Kenny,None
Untogether,Untogether,0,en,,"Once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. She begins a relationship with a rising author known for his wartime memoirs.",12.572,98,0,2019-02-08,5.489,44,"Comedy, Drama",English,United States of America,https://www.nytimes.com/2019/02/07/movies/untogether-review.html,Jemima Kirke and Lola Kirke play damaged siblings in this exasperatingly affected romantic drama from Emma Forrest.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Dornan, Jamie', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kirke, Jemima', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kirke, Lola', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Untogether (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Forrest, Emma', 'rank': 6, 'major': 'N'}]",2019-02-07T12:00:01+0000,269,"‘Untogether’ Review: Adrift in Los Angeles, Looking for Love",None,None,Untogether,None,None,None,By Jeannette Catsoulis,None
